period,activityDetails,values
2021-11-18T08:36:43Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619804229', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.5, 'displayValue': '0.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 141.0, 'displayValue': '2m 21s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 9.103670010462445e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 106.0, 'displayValue': '1m 46s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:34:32Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619801498', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 1.5, 'displayValue': '1.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 148.0, 'displayValue': '2m 28s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 8.115245430901502e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 113.0, 'displayValue': '1m 53s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:31:44Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619797878', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 2.5, 'displayValue': '2.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 185.0, 'displayValue': '3m 5s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -6.801985678442284e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 151.0, 'displayValue': '2m 31s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:29:47Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619794380', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.5, 'displayValue': '0.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 135.0, 'displayValue': '2m 15s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 7.00617173239488e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 99.0, 'displayValue': '1m 39s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:27:46Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619791354', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 138.0, 'displayValue': '2m 18s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 2.0618438578862597e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 104.0, 'displayValue': '1m 44s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:25:51Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619788524', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 1.5, 'displayValue': '1.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 131.0, 'displayValue': '2m 11s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -4.467579510419537e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 96.0, 'displayValue': '1m 36s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:22:51Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619784480', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 150.0, 'displayValue': '2m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -4.84951242829368e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 115.0, 'displayValue': '1m 55s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:18:54Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619781438', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 5.0, 'displayValue': '5.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 4.0, 'displayValue': '4.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 253.0, 'displayValue': '4m 13s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 1.4551855709693645e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 218.0, 'displayValue': '3m 38s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:16:53Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619775645', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 1.5, 'displayValue': '1.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 139.0, 'displayValue': '2m 19s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -1.9258762185206106e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 103.0, 'displayValue': '1m 43s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:13:55Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619772916', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 195.0, 'displayValue': '3m 15s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 3.683724649952026e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 159.0, 'displayValue': '2m 39s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:11:54Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619768381', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 139.0, 'displayValue': '2m 19s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -1.7043267960393e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 103.0, 'displayValue': '1m 43s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:09:49Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619765484', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 141.0, 'displayValue': '2m 21s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -6.38240232990569e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 106.0, 'displayValue': '1m 46s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:07:54Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619761906', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 133.0, 'displayValue': '2m 13s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -8.833765567489024e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 97.0, 'displayValue': '1m 37s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-11-18T08:05:57Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9619759208', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 2.0, 'displayValue': '2.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 2.5, 'displayValue': '2.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 135.0, 'displayValue': '2m 15s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 3.7410603682386903e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 101.0, 'displayValue': '1m 41s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
